Id;MathScore;ReadingScore;WritingScore;fk_Student;Year
3100;24;38;67;775;2018
3101;27;40;24;775;2019
3102;30;49;28;775;2020
3103;24;57;32;775;2021
3104;67;63;46;776;2018
3105;72;72;72;776;2019
3106;71;56;86;776;2020
3107;65;43;55;776;2021
3108;35;51;81;777;2018
3109;29;44;43;777;2019
3110;25;54;23;777;2020
3111;26;59;24;777;2021
3112;46;38;55;778;2018
3113;51;44;53;778;2019
3114;51;49;51;778;2020
3115;50;53;42;778;2021
3116;49;74;32;779;2018
3117;58;78;38;779;2019
3118;57;74;57;779;2020
3119;44;90;48;779;2021
3120;50;50;55;780;2018
3121;40;60;61;780;2019
3122;43;70;32;780;2020
3123;39;74;50;780;2021
3124;35;59;57;781;2018
3125;40;66;40;781;2019
3126;35;57;34;781;2020
3127;36;69;37;781;2021
3128;47;51;43;782;2018
3129;47;45;53;782;2019
3130;49;42;46;782;2020
3131;47;43;52;782;2021
3132;64;57;47;783;2018
3133;77;44;58;783;2019
3134;94;36;71;783;2020
3135;79;43;100;783;2021
3136;45;51;30;784;2018
3137;43;60;43;784;2019
3138;44;71;39;784;2020
3139;49;63;48;784;2021
3140;36;35;78;785;2018
3141;40;40;31;785;2019
3142;44;46;41;785;2020
3143;39;40;44;785;2021
3144;57;51;54;786;2018
3145;49;49;65;786;2019
3146;45;44;40;786;2020
3147;45;49;36;786;2021
3148;57;58;52;787;2018
3149;43;61;69;787;2019
3150;44;57;35;787;2020
3151;44;55;50;787;2021
3152;65;60;51;788;2018
3153;78;50;78;788;2019
3154;94;57;96;788;2020
3155;117;61;76;788;2021
3156;46;45;34;789;2018
3157;51;36;51;789;2019
3158;48;37;52;789;2020
3159;54;43;44;789;2021
3160;44;59;63;790;2018
3161;34;57;39;790;2019
3162;30;59;38;790;2020
3163;25;70;33;790;2021
3164;50;81;69;791;2018
3165;51;64;43;791;2019
3166;55;66;63;791;2020
3167;50;73;63;791;2021
3168;69;83;38;792;2018
3169;86;63;59;792;2019
3170;90;69;85;792;2020
3171;93;69;112;792;2021
3172;80;54;78;793;2018
3173;96;47;81;793;2019
3174;86;43;84;793;2020
3175;89;33;95;793;2021
3176;67;54;88;794;2018
3177;69;66;67;794;2019
3178;71;63;56;794;2020
3179;85;54;80;794;2021
3180;66;29;88;795;2018
3181;76;31;54;795;2019
3182;66;30;89;795;2020
3183;50;29;75;795;2021
3184;24;33;28;796;2018
3185;20;30;28;796;2019
3186;24;28;20;796;2020
3187;24;32;26;796;2021
3188;30;28;30;797;2018
3189;33;34;24;797;2019
3190;36;32;26;797;2020
3191;30;29;28;797;2021
3192;24;71;64;798;2018
3193;25;62;20;798;2019
3194;27;64;23;798;2020
3195;25;56;29;798;2021
3196;42;47;44;799;2018
3197;43;49;49;799;2019
3198;46;59;37;799;2020
3199;36;71;49;799;2021
3200;74;44;58;800;2018
3201;74;49;79;800;2019
3202;80;43;83;800;2020
3203;81;38;96;800;2021
3204;84;63;44;801;2018
3205;77;54;100;801;2019
3206;77;66;95;801;2020
3207;94;65;58;801;2021
3208;90;57;39;802;2018
3209;101;70;74;802;2019
3210;88;72;92;802;2020
3211;101;73;73;802;2021
3212;46;53;55;803;2018
3213;56;60;55;803;2019
3214;57;58;47;803;2020
3215;55;50;62;803;2021
3216;44;40;44;804;2018
3217;53;41;45;804;2019
3218;56;47;56;804;2020
3219;47;45;50;804;2021
3220;46;54;43;805;2018
3221;55;63;47;805;2019
3222;42;69;48;805;2020
3223;45;73;39;805;2021
3224;46;57;49;806;2018
3225;47;67;43;806;2019
3226;55;68;38;806;2020
3227;58;63;54;806;2021
3228;88;30;25;807;2018
3229;84;28;94;807;2019
3230;79;34;83;807;2020
3231;62;29;93;807;2021
3232;43;83;65;808;2018
3233;33;100;39;808;2019
3234;37;87;35;808;2020
3235;35;73;44;808;2021
3236;64;37;39;809;2018
3237;50;31;60;809;2019
3238;54;36;52;809;2020
3239;46;44;46;809;2021
3240;38;52;60;810;2018
3241;30;44;37;810;2019
3242;27;34;26;810;2020
3243;20;28;34;810;2021
3244;44;42;76;811;2018
3245;45;35;48;811;2019
3246;50;35;55;811;2020
3247;40;32;60;811;2021
3248;64;33;57;812;2018
3249;74;28;55;812;2019
3250;61;27;66;812;2020
3251;53;23;48;812;2021
3252;55;71;73;813;2018
3253;58;63;53;813;2019
3254;67;52;57;813;2020
3255;61;56;70;813;2021
3256;43;58;50;814;2018
3257;44;49;35;814;2019
3258;53;55;40;814;2020
3259;43;68;57;814;2021
3260;25;44;43;815;2018
3261;23;53;23;815;2019
3262;19;51;21;815;2020
3263;18;39;16;815;2021
3264;39;58;51;816;2018
3265;33;72;31;816;2019
3266;26;66;25;816;2020
3267;30;57;26;816;2021
3268;48;46;30;817;2018
3269;53;43;43;817;2019
3270;61;50;47;817;2020
3271;50;44;63;817;2021
3272;36;35;29;818;2018
3273;31;28;28;818;2019
3274;25;29;24;818;2020
3275;31;34;25;818;2021
3276;34;30;46;819;2018
3277;30;30;29;819;2019
3278;29;31;30;819;2020
3279;31;35;25;819;2021
3280;81;31;29;820;2018
3281;91;36;75;820;2019
3282;112;35;108;820;2020
3283;95;34;100;820;2021
3284;62;61;41;821;2018
3285;48;51;47;821;2019
3286;56;46;37;821;2020
3287;63;37;52;821;2021
3288;55;59;76;822;2018
3289;42;69;59;822;2019
3290;47;79;47;822;2020
3291;53;80;53;822;2021
3292;62;34;44;823;2018
3293;76;33;61;823;2019
3294;69;38;78;823;2020
3295;56;45;79;823;2021
3296;52;75;27;824;2018
3297;52;83;40;824;2019
3298;57;101;64;824;2020
3299;58;120;67;824;2021
3300;58;47;83;825;2018
3301;58;40;68;825;2019
3302;68;35;53;825;2020
3303;73;41;62;825;2021
3304;30;50;73;826;2018
3305;27;57;27;826;2019
3306;21;56;24;826;2020
3307;20;69;25;826;2021
3308;43;71;54;827;2018
3309;49;77;33;827;2019
3310;52;96;41;827;2020
3311;54;92;40;827;2021
3312;40;57;30;828;2018
3313;31;56;47;828;2019
3314;35;60;39;828;2020
3315;35;46;41;828;2021
3316;65;37;60;829;2018
3317;65;28;61;829;2019
3318;73;27;66;829;2020
3319;63;23;61;829;2021
3320;65;52;61;830;2018
3321;76;56;52;830;2019
3322;61;45;84;830;2020
3323;61;50;69;830;2021
3324;25;34;50;831;2018
3325;20;26;23;831;2019
3326;15;29;16;831;2020
3327;18;32;16;831;2021
3328;68;29;40;832;2018
3329;52;33;79;832;2019
3330;54;27;62;832;2020
3331;54;32;41;832;2021
3332;71;50;66;833;2018
3333;60;50;76;833;2019
3334;50;58;74;833;2020
3335;62;46;50;833;2021
3336;40;50;43;834;2018
3337;45;56;46;834;2019
3338;44;65;55;834;2020
3339;48;55;34;834;2021
3340;49;71;59;835;2018
3341;58;73;37;835;2019
3342;72;87;71;835;2020
3343;86;74;86;835;2021
3344;58;49;60;836;2018
3345;44;51;68;836;2019
3346;42;42;48;836;2020
3347;43;37;37;836;2021
3348;82;60;43;837;2018
3349;86;54;89;837;2019
3350;101;65;65;837;2020
3351;110;61;83;837;2021
3352;48;69;43;838;2018
3353;58;78;46;838;2019
3354;48;80;56;838;2020
3355;54;61;58;838;2021
3356;48;74;34;839;2018
3357;46;87;53;839;2019
3358;46;77;52;839;2020
3359;50;91;48;839;2021
3360;33;82;50;840;2018
3361;31;79;29;840;2019
3362;31;91;25;840;2020
3363;34;68;24;840;2021
3364;74;52;38;841;2018
3365;90;64;59;841;2019
3366;110;50;98;841;2020
3367;91;46;87;841;2021
3368;50;57;86;842;2018
3369;55;53;53;842;2019
3370;52;40;64;842;2020
3371;53;40;60;842;2021
3372;94;80;42;843;2018
3373;81;98;76;843;2019
3374;78;90;98;843;2020
3375;60;100;81;843;2021
3376;39;63;44;844;2018
3377;39;54;40;844;2019
3378;32;44;44;844;2020
3379;30;42;31;844;2021
3380;49;44;32;845;2018
3381;54;36;42;845;2019
3382;67;39;42;845;2020
3383;80;31;68;845;2021
3384;59;35;61;846;2018
3385;49;31;48;846;2019
3386;54;28;59;846;2020
3387;65;30;61;846;2021
3388;46;53;56;847;2018
3389;51;54;45;847;2019
3390;43;67;47;847;2020
3391;41;69;53;847;2021
3392;58;59;61;848;2018
3393;54;69;68;848;2019
3394;41;55;54;848;2020
3395;33;47;37;848;2021
3396;49;30;37;849;2018
3397;53;36;46;849;2019
3398;59;34;58;849;2020
3399;47;32;66;849;2021
3400;64;50;50;850;2018
3401;76;49;51;850;2019
3402;81;38;79;850;2020
3403;85;29;83;850;2021
3404;24;53;63;851;2018
3405;19;50;22;851;2019
3406;23;42;16;851;2020
3407;21;35;27;851;2021
3408;57;29;41;852;2018
3409;62;24;51;852;2019
3410;59;22;62;852;2020
3411;48;23;60;852;2021
3412;34;64;60;853;2018
3413;39;70;38;853;2019
3414;48;70;37;853;2020
3415;46;70;57;853;2021
3416;35;42;81;854;2018
3417;40;32;40;854;2019
3418;34;34;39;854;2020
3419;26;30;27;854;2021
3420;69;70;41;855;2018
3421;80;87;62;855;2019
3422;62;99;94;855;2020
3423;74;118;48;855;2021
3424;78;44;47;856;2018
3425;88;52;90;856;2019
3426;81;58;79;856;2020
3427;89;67;69;856;2021
3428;45;32;63;857;2018
3429;50;30;53;857;2019
3430;48;30;60;857;2020
3431;37;26;42;857;2021
3432;39;67;46;858;2018
3433;45;72;47;858;2019
3434;39;77;44;858;2020
3435;37;90;34;858;2021
3436;83;41;55;859;2018
3437;64;47;103;859;2019
3438;50;50;72;859;2020
3439;49;62;58;859;2021
3440;59;69;51;860;2018
3441;54;61;65;860;2019
3442;41;52;48;860;2020
3443;51;58;50;860;2021
3444;70;38;61;861;2018
3445;63;33;83;861;2019
3446;75;33;72;861;2020
3447;89;31;80;861;2021
3448;37;67;40;862;2018
3449;31;54;41;862;2019
3450;24;44;33;862;2020
3451;23;53;28;862;2021
3452;63;78;50;863;2018
3453;51;66;51;863;2019
3454;44;59;62;863;2020
3455;44;59;38;863;2021
3456;29;34;28;864;2018
3457;26;39;24;864;2019
3458;31;45;20;864;2020
3459;36;47;32;864;2021
3460;55;52;35;865;2018
3461;51;53;58;865;2019
3462;45;65;58;865;2020
3463;50;54;35;865;2021
3464;66;57;27;866;2018
3465;59;52;57;866;2019
3466;49;62;63;866;2020
3467;39;69;51;866;2021
3468;45;38;69;867;2018
3469;54;30;45;867;2019
3470;44;25;50;867;2020
3471;34;19;52;867;2021
3472;72;59;57;868;2018
3473;84;68;62;868;2019
3474;66;82;64;868;2020
3475;74;75;56;868;2021
3476;59;42;42;869;2018
3477;63;52;49;869;2019
3478;71;58;50;869;2020
3479;70;58;83;869;2021
3480;44;70;32;870;2018
3481;39;73;42;870;2019
3482;42;91;44;870;2020
3483;39;108;50;870;2021
3484;53;47;39;871;2018
3485;61;38;63;871;2019
3486;53;31;60;871;2020
3487;47;26;48;871;2021
3488;26;59;36;872;2018
3489;28;52;31;872;2019
3490;29;41;21;872;2020
3491;35;35;32;872;2021
3492;88;73;26;873;2018
3493;106;57;76;873;2019
3494;115;57;125;873;2020
3495;125;45;88;873;2021
3496;47;41;43;874;2018
3497;55;47;39;874;2019
3498;48;52;51;874;2020
3499;54;63;53;874;2021
3500;43;60;45;875;2018
3501;50;53;32;875;2019
3502;50;65;62;875;2020
3503;47;66;50;875;2021
3504;32;57;56;876;2018
3505;37;59;32;876;2019
3506;30;69;36;876;2020
3507;32;55;34;876;2021
3508;85;45;44;877;2018
3509;102;44;77;877;2019
3510;87;43;122;877;2020
3511;71;38;69;877;2021
3512;73;43;71;878;2018
3513;73;46;82;878;2019
3514;68;54;83;878;2020
3515;56;49;76;878;2021
3516;51;69;76;879;2018
3517;43;85;53;879;2019
3518;36;76;52;879;2020
3519;37;59;36;879;2021
3520;38;69;40;880;2018
3521;36;86;33;880;2019
3522;31;89;34;880;2020
3523;29;76;29;880;2021
3524;53;78;44;881;2018
3525;59;74;43;881;2019
3526;52;58;52;881;2020
3527;57;54;53;881;2021
3528;35;60;32;882;2018
3529;39;45;38;882;2019
3530;34;48;42;882;2020
3531;36;52;26;882;2021
3532;65;54;37;883;2018
3533;79;59;72;883;2019
3534;60;55;79;883;2020
3535;51;56;55;883;2021
3536;62;42;81;884;2018
3537;47;52;65;884;2019
3538;53;50;49;884;2020
3539;61;61;63;884;2021
3540;40;37;90;885;2018
3541;31;32;31;885;2019
3542;32;39;35;885;2020
3543;30;43;29;885;2021
3544;67;44;51;886;2018
3545;77;51;51;886;2019
3546;62;46;74;886;2020
3547;71;50;51;886;2021
3548;60;43;58;887;2018
3549;59;51;59;887;2019
3550;45;62;45;887;2020
3551;41;48;54;887;2021
3552;40;53;27;888;2018
3553;47;46;36;888;2019
3554;38;51;38;888;2020
3555;47;47;34;888;2021
3556;52;63;36;889;2018
3557;52;78;43;889;2019
3558;51;68;56;889;2020
3559;48;59;56;889;2021
3560;66;46;57;890;2018
3561;61;47;81;890;2019
3562;65;46;69;890;2020
3563;50;42;70;890;2021
3564;25;81;85;891;2018
3565;21;82;23;891;2019
3566;16;80;17;891;2020
3567;16;73;14;891;2021
3568;52;50;70;892;2018
3569;58;52;58;892;2019
3570;46;47;57;892;2020
3571;48;38;52;892;2021
3572;75;50;43;893;2018
3573;77;60;64;893;2019
3574;66;60;87;893;2020
3575;75;55;74;893;2021
3576;49;30;32;894;2018
3577;46;33;54;894;2019
3578;39;36;57;894;2020
3579;41;27;48;894;2021
3580;64;55;39;895;2018
3581;70;68;53;895;2019
3582;73;77;68;895;2020
3583;71;88;65;895;2021
3584;80;68;38;896;2018
3585;74;65;88;896;2019
3586;87;76;62;896;2020
3587;66;61;100;896;2021
3588;47;40;40;897;2018
3589;50;39;53;897;2019
3590;43;37;62;897;2020
3591;45;43;42;897;2021
3592;56;58;41;898;2018
3593;52;51;46;898;2019
3594;65;58;55;898;2020
3595;70;51;72;898;2021
3596;50;67;76;899;2018
3597;57;80;53;899;2019
3598;69;86;71;899;2020
3599;74;101;74;899;2021
3600;28;59;70;900;2018
3601;22;46;33;900;2019
3602;17;54;17;900;2020
3603;19;52;19;900;2021
3604;40;64;37;901;2018
3605;39;68;46;901;2019
3606;44;59;30;901;2020
3607;44;45;50;901;2021
3608;36;57;45;902;2018
3609;43;58;37;902;2019
3610;45;59;51;902;2020
3611;40;52;46;902;2021
3612;67;32;71;903;2018
3613;70;34;68;903;2019
3614;62;37;59;903;2020
3615;51;40;59;903;2021
3616;38;57;51;904;2018
3617;45;49;36;904;2019
3618;52;59;36;904;2020
3619;55;60;62;904;2021
3620;38;63;86;905;2018
3621;39;73;32;905;2019
3622;43;82;44;905;2020
3623;50;83;40;905;2021
3624;75;35;30;906;2018
3625;83;41;66;906;2019
3626;76;43;74;906;2020
3627;72;53;71;906;2021
3628;34;66;39;907;2018
3629;34;50;37;907;2019
3630;30;55;41;907;2020
3631;23;42;33;907;2021
3632;66;60;25;908;2018
3633;55;55;74;908;2019
3634;58;43;66;908;2020
3635;52;44;62;908;2021
3636;83;71;52;909;2018
3637;96;58;82;909;2019
3638;97;48;82;909;2020
3639;81;50;77;909;2021
3640;53;62;82;910;2018
3641;55;67;47;910;2019
3642;67;69;64;910;2020
3643;83;53;68;910;2021
3644;28;62;28;911;2018
3645;28;71;35;911;2019
3646;30;72;27;911;2020
3647;37;89;28;911;2021
3648;51;40;37;912;2018
3649;50;35;59;912;2019
3650;48;43;60;912;2020
3651;46;51;36;912;2021
3652;26;47;41;913;2018
3653;26;36;27;913;2019
3654;26;29;32;913;2020
3655;32;34;25;913;2021
3656;61;76;62;914;2018
3657;68;82;53;914;2019
3658;59;98;75;914;2020
3659;63;77;66;914;2021
3660;52;39;40;915;2018
3661;54;43;46;915;2019
3662;52;42;58;915;2020
3663;49;36;64;915;2021
3664;36;52;81;916;2018
3665;31;63;33;916;2019
3666;38;75;29;916;2020
3667;29;64;40;916;2021
3668;24;58;64;917;2018
3669;27;71;23;917;2019
3670;30;86;28;917;2020
3671;27;82;37;917;2021
3672;67;45;28;918;2018
3673;73;35;69;918;2019
3674;56;40;70;918;2020
3675;55;37;69;918;2021
3676;40;57;37;919;2018
3677;46;66;49;919;2019
3678;57;80;54;919;2020
3679;48;79;52;919;2021
3680;36;50;44;920;2018
3681;34;41;38;920;2019
3682;31;51;35;920;2020
3683;27;56;27;920;2021
3684;93;69;87;921;2018
3685;89;65;108;921;2019
3686;101;58;76;921;2020
3687;79;62;80;921;2021
3688;84;41;64;922;2018
3689;88;43;84;922;2019
3690;101;42;87;922;2020
3691;121;34;92;922;2021
3692;27;33;43;923;2018
3693;25;33;32;923;2019
3694;27;40;29;923;2020
3695;21;37;26;923;2021
3696;47;29;46;924;2018
3697;48;28;42;924;2019
3698;48;23;47;924;2020
3699;47;25;53;924;2021
3700;24;49;73;925;2018
3701;22;41;25;925;2019
3702;17;34;22;925;2020
3703;16;32;14;925;2021
3704;47;33;67;926;2018
3705;41;41;58;926;2019
3706;33;36;46;926;2020
3707;26;37;41;926;2021
3708;70;75;57;927;2018
3709;61;65;86;927;2019
3710;69;54;58;927;2020
3711;72;50;85;927;2021
3712;28;80;25;928;2018
3713;22;68;32;928;2019
3714;18;76;20;928;2020
3715;16;67;16;928;2021
3716;30;59;51;929;2018
3717;26;73;24;929;2019
3718;25;80;28;929;2020
3719;19;94;24;929;2021
3720;89;38;41;930;2018
3721;109;36;76;930;2019
3722;112;42;104;930;2020
3723;97;40;127;930;2021
3724;51;36;38;931;2018
3725;58;33;57;931;2019
3726;46;33;53;931;2020
3727;51;40;52;931;2021
3728;39;75;72;932;2018
3729;36;80;35;932;2019
3730;42;65;31;932;2020
3731;32;75;52;932;2021
3732;28;50;38;933;2018
3733;31;45;34;933;2019
3734;29;35;35;933;2020
3735;25;34;31;933;2021
3736;30;76;70;934;2018
3737;36;95;33;934;2019
3738;37;114;42;934;2020
3739;30;98;41;934;2021
3740;64;29;42;935;2018
3741;72;29;66;935;2019
3742;88;23;79;935;2020
3743;104;17;108;935;2021
3744;70;78;54;936;2018
3745;87;80;62;936;2019
3746;68;98;106;936;2020
3747;84;97;67;936;2021
3748;73;64;55;937;2018
3749;81;50;84;937;2019
3750;64;38;100;937;2020
3751;64;36;75;937;2021
3752;37;58;43;938;2018
3753;36;48;41;938;2019
3754;34;41;42;938;2020
3755;40;50;27;938;2021
3756;66;59;38;939;2018
3757;50;60;50;939;2019
3758;50;72;53;939;2020
3759;54;70;46;939;2021
3760;70;46;34;940;2018
3761;59;36;60;940;2019
3762;66;44;70;940;2020
3763;57;36;56;940;2021
3764;92;32;65;941;2018
3765;96;33;106;941;2019
3766;116;33;107;941;2020
3767;145;36;116;941;2021
3768;64;64;38;942;2018
3769;69;67;70;942;2019
3770;64;56;54;942;2020
3771;53;54;67;942;2021
3772;62;78;35;943;2018
3773;61;95;67;943;2019
3774;56;116;73;943;2020
3775;48;90;47;943;2021
3776;40;48;39;944;2018
3777;35;45;33;944;2019
3778;35;48;42;944;2020
3779;42;49;33;944;2021
3780;62;32;90;945;2018
3781;54;39;49;945;2019
3782;54;36;60;945;2020
3783;51;36;48;945;2021
3784;92;61;45;946;2018
3785;87;76;86;946;2019
3786;100;78;78;946;2020
3787;98;71;114;946;2021
3788;28;58;37;947;2018
3789;25;67;28;947;2019
3790;30;76;20;947;2020
3791;36;65;32;947;2021
3792;36;40;64;948;2018
3793;30;35;43;948;2019
3794;33;41;29;948;2020
3795;34;45;37;948;2021
3796;53;50;76;949;2018
3797;61;55;59;949;2019
3798;53;55;67;949;2020
3799;58;56;53;949;2021
3800;51;57;70;950;2018
3801;48;47;45;950;2019
3802;58;42;40;950;2020
3803;46;39;62;950;2021
3804;29;42;38;951;2018
3805;22;46;28;951;2019
3806;22;39;25;951;2020
3807;25;36;24;951;2021
3808;47;40;59;952;2018
3809;41;40;54;952;2019
3810;48;41;51;952;2020
3811;59;36;59;952;2021
3812;85;76;28;953;2018
3813;105;78;86;953;2019
3814;128;78;118;953;2020
3815;96;76;130;953;2021
3816;28;69;49;954;2018
3817;23;73;28;954;2019
3818;28;67;18;954;2020
3819;30;57;26;954;2021
3820;86;67;44;955;2018
3821;73;56;77;955;2019
3822;77;66;77;955;2020
3823;92;78;83;955;2021
3824;50;55;36;956;2018
3825;44;52;45;956;2019
3826;49;49;52;956;2020
3827;57;51;42;956;2021
3828;32;44;44;957;2018
3829;34;45;32;957;2019
3830;40;39;30;957;2020
3831;41;47;41;957;2021
3832;33;36;44;958;2018
3833;40;31;38;958;2019
3834;46;29;46;958;2020
3835;47;32;57;958;2021
3836;39;38;27;959;2018
3837;38;39;30;959;2019
3838;40;43;35;959;2020
3839;49;49;39;959;2021
3840;28;50;57;960;2018
3841;27;61;25;960;2019
3842;21;47;24;960;2020
3843;19;44;25;960;2021
3844;64;53;68;961;2018
3845;75;53;79;961;2019
3846;65;52;80;961;2020
3847;70;62;77;961;2021
3848;55;39;70;962;2018
3849;44;31;49;962;2019
3850;43;29;50;962;2020
3851;53;30;41;962;2021
3852;56;59;34;963;2018
3853;67;46;48;963;2019
3854;69;39;80;963;2020
3855;61;42;69;963;2021
3856;54;77;47;964;2018
3857;65;78;47;964;2019
3858;74;95;60;964;2020
3859;62;118;74;964;2021
3860;49;44;61;965;2018
3861;57;45;58;965;2019
3862;69;41;56;965;2020
3863;74;49;67;965;2021
3864;60;29;66;966;2018
3865;61;30;55;966;2019
3866;48;36;54;966;2020
3867;47;28;48;966;2021
3868;34;36;64;967;2018
3869;40;32;26;967;2019
3870;35;27;31;967;2020
3871;37;28;27;967;2021
3872;90;50;34;968;2018
3873;107;62;75;968;2019
3874;133;69;84;968;2020
3875;109;63;111;968;2021
3876;78;42;34;969;2018
3877;87;47;72;969;2019
3878;87;46;77;969;2020
3879;85;50;81;969;2021
3880;50;32;52;970;2018
3881;52;32;55;970;2019
3882;56;29;54;970;2020
3883;57;30;63;970;2021
3884;66;83;78;971;2018
3885;58;79;73;971;2019
3886;59;85;55;971;2020
3887;53;78;64;971;2021
3888;37;34;40;972;2018
3889;40;39;40;972;2019
3890;40;32;49;972;2020
3891;45;33;39;972;2021
3892;44;77;64;973;2018
3893;44;93;35;973;2019
3894;51;114;54;973;2020
3895;52;125;48;973;2021
3896;54;78;48;974;2018
3897;53;73;45;974;2019
3898;49;65;62;974;2020
3899;56;78;56;974;2021
3900;93;41;65;975;2018
3901;88;51;113;975;2019
3902;84;51;108;975;2020
3903;94;49;87;975;2021
3904;60;35;63;976;2018
3905;63;40;45;976;2019
3906;53;45;66;976;2020
3907;57;48;52;976;2021
3908;57;50;69;977;2018
3909;52;42;54;977;2019
3910;61;32;64;977;2020
3911;51;33;70;977;2021
3912;43;44;48;978;2018
3913;39;37;38;978;2019
3914;44;34;36;978;2020
3915;48;37;44;978;2021
3916;64;74;48;979;2018
3917;64;57;58;979;2019
3918;70;58;76;979;2020
3919;65;66;60;979;2021
3920;50;64;42;980;2018
3921;45;50;59;980;2019
3922;39;51;34;980;2020
3923;47;48;36;980;2021
3924;24;59;54;981;2018
3925;21;47;29;981;2019
3926;23;43;18;981;2020
3927;25;46;21;981;2021
3928;60;41;38;982;2018
3929;57;44;54;982;2019
3930;57;40;62;982;2020
3931;66;32;69;982;2021
3932;42;41;69;983;2018
3933;33;34;40;983;2019
3934;28;38;30;983;2020
3935;22;39;25;983;2021
3936;70;80;37;984;2018
3937;79;100;67;984;2019
3938;68;109;95;984;2020
3939;53;88;51;984;2021
3940;58;51;60;985;2018
3941;62;62;52;985;2019
3942;56;59;57;985;2020
3943;51;63;52;985;2021
3944;40;55;35;986;2018
3945;48;50;46;986;2019
3946;56;62;59;986;2020
3947;46;70;62;986;2021
3948;64;41;76;987;2018
3949;49;38;78;987;2019
3950;46;42;52;987;2020
3951;52;35;42;987;2021
3952;50;80;57;988;2018
3953;50;69;62;988;2019
3954;53;78;53;988;2020
3955;46;63;61;988;2021
3956;44;53;48;989;2018
3957;35;53;48;989;2019
3958;32;59;28;989;2020
3959;28;64;35;989;2021
3960;25;46;36;990;2018
3961;30;56;24;990;2019
3962;24;68;28;990;2020
3963;25;52;28;990;2021
3964;59;60;31;991;2018
3965;64;71;52;991;2019
3966;69;68;59;991;2020
3967;75;63;55;991;2021
3968;37;35;57;992;2018
3969;28;41;46;992;2019
3970;23;35;22;992;2020
3971;21;44;25;992;2021
3972;28;71;54;993;2018
3973;34;69;35;993;2019
3974;41;79;37;993;2020
3975;41;96;50;993;2021
3976;84;42;52;994;2018
3977;86;45;83;994;2019
3978;67;39;99;994;2020
3979;78;36;64;994;2021
3980;40;50;53;995;2018
3981;46;59;49;995;2019
3982;55;68;51;995;2020
3983;49;63;46;995;2021
3984;83;35;30;996;2018
3985;82;28;80;996;2019
3986;69;21;101;996;2020
3987;85;22;58;996;2021
3988;81;45;43;997;2018
3989;92;43;61;997;2019
3990;89;50;92;997;2020
3991;100;41;103;997;2021
3992;61;36;43;998;2018
3993;48;30;66;998;2019
3994;44;33;41;998;2020
3995;35;31;45;998;2021
3996;45;35;62;999;2018
3997;38;40;39;999;2019
3998;34;38;46;999;2020
3999;41;43;28;999;2021
4000;88;69;60;1000;2018
4001;103;67;92;1000;2019
4002;99;83;93;1000;2020
4003;116;63;103;1000;2021
4004;47;49;68;1001;2018
4005;46;52;39;1001;2019
4006;46;52;41;1001;2020
4007;49;43;55;1001;2021
4008;61;54;27;1002;2018
4009;75;60;76;1002;2019
4010;76;74;67;1002;2020
4011;92;91;78;1002;2021
4012;38;81;38;1003;2018
4013;38;71;45;1003;2019
4014;32;70;38;1003;2020
4015;35;55;26;1003;2021
4016;59;60;63;1004;2018
4017;51;61;73;1004;2019
4018;61;71;53;1004;2020
4019;64;81;62;1004;2021
4020;35;51;62;1005;2018
4021;35;56;27;1005;2019
4022;43;42;30;1005;2020
4023;44;34;50;1005;2021
4024;43;30;55;1006;2018
4025;45;32;45;1006;2019
4026;37;28;42;1006;2020
4027;30;27;38;1006;2021
4028;60;62;36;1007;2018
4029;63;54;48;1007;2019
4030;62;64;72;1007;2020
4031;67;55;75;1007;2021
4032;41;28;29;1008;2018
4033;32;29;36;1008;2019
4034;38;33;38;1008;2020
4035;41;35;36;1008;2021
4036;42;58;34;1009;2018
4037;41;72;32;1009;2019
4038;50;55;43;1009;2020
4039;43;66;45;1009;2021
4040;92;48;61;1010;2018
4041;89;58;75;1010;2019
4042;98;61;72;1010;2020
4043;74;55;100;1010;2021
4044;23;59;61;1011;2018
4045;22;65;28;1011;2019
4046;20;77;27;1011;2020
4047;17;66;22;1011;2021
4048;66;30;37;1012;2018
4049;57;36;80;1012;2019
4050;59;29;62;1012;2020
4051;73;23;68;1012;2021
4052;53;41;39;1013;2018
